Geneid	F9C3	F9C4	F9D1	F9D3	F9D4
FBgn0035248	121	133	117	121	110
FBgn0035249	500	610	557	643	464
FBgn0013755	18	1	13	14	1
FBgn0267465	20	12	8	14	15
FBgn0025712	624	519	572	565	632
FBgn0035251	2262	2290	2305	2325	2114
FBgn0035252	3241	3333	3498	3778	3644
FBgn0035253	5930	4739	6241	6219	5501
FBgn0035254	346	390	376	409	296
FBgn0083121	46	52	36	43	58
FBgn0082944	3	5	2	6	2
FBgn0082945	9	6	13	8	7
FBgn0082946	1	0	3	2	1
FBgn0026372	74430	84228	66579	64962	58746
FBgn0035255	11	12	16	15	14
FBgn0035256	1	3	0	4	2
FBgn0035260	51	61	55	54	76
FBgn0035257	71	73	79	135	331
FBgn0035258	13	18	4	9	6
FBgn0027594	6261	4456	5280	5012	5013
FBgn0035262	214	138	181	165	155
FBgn0035264	636	660	634	616	629
FBgn0035265	844	777	910	854	840
FBgn0035266	3375	3505	3935	3854	3652
FBgn0035267	616	535	637	760	483
FBgn0022702	1240	1467	1333	1554	1196
FBgn0035268	1533	1346	1635	1814	1415
FBgn0013811	133	120	73	78	84
FBgn0035270	1625	1293	1730	1762	1565
FBgn0265451	2	0	0	0	0
FBgn0027903	746	864	937	1266	670
FBgn0035271	362	435	411	446	410
FBgn0035272	985	1203	1071	1151	965
FBgn0250789	14264	10894	15191	13503	13116
FBgn0267484	2	0	0	0	0
FBgn0024510	683	707	931	1108	665
FBgn0011573	2447	2836	2471	2856	2265
FBgn0067864	1746	1605	1781	1902	1446
FBgn0025820	423	538	489	554	437
FBgn0261562	732	693	685	818	626
FBgn0267246	2	11	2	3	0
FBgn0267247	0	0	0	0	0
FBgn0027790	555	590	591	531	542
FBgn0035279	97	83	91	127	144
FBgn0035280	349	370	264	295	279
FBgn0035281	85	104	177	138	73
FBgn0035282	81	66	47	45	61
FBgn0035283	1557	1369	1357	1369	1173
FBgn0004636	5939	4317	5825	5666	5440
FBgn0042712	1421	1561	1478	1594	1317
FBgn0035285	3238	2748	3423	3136	3177
FBgn0035286	19	20	18	20	20
FBgn0002183	8376	7974	8970	10358	7419
FBgn0035287	605	588	563	532	685
FBgn0000109	603	721	647	742	650
FBgn0262624	790	752	628	569	631
FBgn0035290	1169	1120	1056	859	979
FBgn0261723	19	19	15	18	23
FBgn0052312	0	0	0	0	0
FBgn0267476	0	1	0	0	0
FBgn0035293	1458	1722	1850	1751	1819
FBgn0265729	0	0	0	0	1
FBgn0035294	811	899	877	948	758
FBgn0002872	3161	2626	3621	4332	2937
FBgn0035295	895	794	822	898	809
FBgn0265988	2594	1861	2819	2666	2412
FBgn0035298	2449	2790	2832	2768	2898
FBgn0267477	1	5	1	0	4
FBgn0267478	3	0	2	2	1
FBgn0027547	4228	4383	4038	4229	3987
FBgn0035300	550	475	1073	890	1251
FBgn0262030	14	21	0	0	0
FBgn0265728	4	0	0	0	0
FBgn0259703	0	1	0	0	1
FBgn0259702	0	0	0	0	0
FBgn0085288	0	0	0	0	0
FBgn0086906	24303	20977	25709	21691	24399
FBgn0262107	334	279	336	277	361
FBgn0052311	9123	6432	9672	7780	9465
FBgn0267452	0	2	0	0	0
FBgn0035308	825	657	823	665	789
FBgn0035309	216	198	177	198	202
FBgn0026570	588	587	702	826	700
FBgn0035311	39	28	43	48	28
FBgn0035312	367	406	359	446	347
FBgn0035313	61	102	87	106	85
FBgn0026593	1404	1466	1487	1372	1375
FBgn0035315	38	9	21	23	7
FBgn0035317	116	80	118	103	98
FBgn0035318	835	1021	974	1061	809
FBgn0040507	574	481	574	456	477
FBgn0052301	12	7	0	0	1
FBgn0052305	7	10	1	1	1
FBgn0035321	2762	2994	2899	2788	2861
FBgn0015359	1341	1534	1342	1525	1112
FBgn0015360	1911	1895	2129	2491	1643
FBgn0035323	434	533	400	469	444
FBgn0000543	1474	1587	1564	1775	1384
FBgn0035325	74	80	83	72	70
FBgn0267479	2	2	0	0	0
FBgn0052304	1	0	4	0	3
FBgn0052302	11	29	67	89	226
FBgn0041709	2156	2109	834	673	1539
FBgn0052303	0	0	0	0	0
FBgn0035328	2334	2312	1093	693	1978
FBgn0264002	176	141	129	122	141
FBgn0266976	2	0	0	1	0
FBgn0266975	0	0	2	2	1
FBgn0035331	243	173	242	199	236
FBgn0035332	2	1	0	0	0
FBgn0035333	3786	3222	3877	3639	3472
FBgn0035334	1691	2141	1711	1786	1740
FBgn0035335	1006	1181	1017	990	931
FBgn0035336	1500	1455	1517	1556	1247
FBgn0035337	590	677	643	710	591
FBgn0266696	13536	9566	13349	12848	11769
FBgn0261858	3	5	0	0	1
FBgn0052299	0	0	0	0	0
FBgn0052298	0	0	0	0	0
FBgn0035343	606	820	551	395	332
FBgn0035344	1123	1191	1289	1224	1224
FBgn0035346	2565	2437	2347	2374	2382
FBgn0035348	2231	2097	2733	3292	3825
FBgn0266974	1	2	1	4	2
FBgn0010905	5206	3718	5198	5371	4008
FBgn0266680	5	5	2	5	10
FBgn0010909	7258	4829	6631	6442	6238
FBgn0261602	78243	90785	73447	76591	65188
FBgn0016794	2962	2301	2997	3582	2343
FBgn0028504	441	372	395	473	386
FBgn0035355	919	958	905	955	970
FBgn0035356	1807	1870	1771	2019	1982
FBgn0011828	1421	1565	1740	1462	1525
FBgn0267644	3	6	2	1	1
FBgn0267220	2	2	0	1	1
FBgn0035357	142	74	171	189	138
FBgn0250911	0	0	0	0	0
FBgn0035358	1764	2252	1283	1460	1457
FBgn0035359	1170	1616	977	1058	928
FBgn0035360	1701	1718	2419	2191	2964
FBgn0027082	413	478	431	473	379
FBgn0259200	0	0	0	0	0
FBgn0259199	0	0	0	0	0
FBgn0264606	941	599	770	694	880
FBgn0052296	1962	1045	2143	2105	1867
FBgn0035370	3412	3443	3721	4263	3214
FBgn0035371	3723	2867	3773	3656	3280
FBgn0035372	1148	1288	1085	1092	1035
FBgn0044452	3901	3536	4229	4104	3510
FBgn0035374	1553	1991	1660	1826	1366
FBgn0035375	2148	2119	2166	2331	1979
FBgn0263392	1936	1061	1845	1434	1909
FBgn0265724	0	0	0	0	1
FBgn0035379	66	98	122	102	131
FBgn0262593	1872	1077	1675	1493	1897
FBgn0054025	9	5	1	24	1
FBgn0035382	23	26	28	15	21
FBgn0265723	1	2	0	0	0
FBgn0035383	2124	2033	2545	2422	2429
FBgn0035385	156	121	145	113	144
FBgn0035388	2981	2621	2929	2791	2468
FBgn0040308	912	1032	990	1131	859
FBgn0035390	1864	1630	1840	2020	1642
FBgn0052484	1374	1370	1428	1732	1208
FBgn0052485	1087	1163	1107	1088	1138
FBgn0035392	548	582	625	590	665
FBgn0035393	626	768	669	755	615
FBgn0266918	3820	3222	3510	3105	3708
FBgn0035397	7444	5211	7387	7580	6684
FBgn0003938	0	6	4	1	1
FBgn0035398	169	311	504	299	292
FBgn0052288	0	0	0	0	0
FBgn0052289	0	0	0	0	0
FBgn0052287	0	0	0	0	0
FBgn0052285	0	0	0	0	0
FBgn0052272	0	0	1	0	0
FBgn0052286	0	0	0	0	0
FBgn0266437	5	6	1	1	0
FBgn0026189	3375	2341	3052	3014	2633
FBgn0052273	1	0	1	0	1
FBgn0035400	2715	2170	2525	2804	2440
FBgn0267469	1	0	0	3	1
FBgn0035401	800	998	857	973	827
FBgn0035402	3300	3498	3448	4347	2841
FBgn0263108	4976	4160	4838	5115	3805
FBgn0266582	6077	6908	5922	5392	5958
FBgn0035405	805	908	977	1128	742
FBgn0024194	1247	1274	1420	1468	1368
FBgn0035407	298	283	353	361	276
FBgn0052280	1152	1097	1087	1063	1124
FBgn0052278	1356	1637	1437	1344	1350
FBgn0052281	602	562	575	561	553
FBgn0035409	269	314	271	282	201
FBgn0035410	1356	1134	1356	1153	1429
FBgn0035411	2557	1695	2889	3434	2112
FBgn0260026	84	70	89	91	110
FBgn0052284	22	23	44	57	127
FBgn0035412	16	24	94	109	227
FBgn0260430	7	25	18	18	25
FBgn0035413	2	6	4	4	11
FBgn0035414	422	366	444	504	313
FBgn0001233	87357	80158	83760	94786	67667
FBgn0035415	270	374	304	337	284
FBgn0047135	3941	4254	4016	4266	4022
FBgn0035416	2583	2241	2688	3065	2280
FBgn0052271	25	53	48	39	36
FBgn0053159	4	2	1	3	2
FBgn0052277	388	473	402	375	416
FBgn0053160	34	0	12	37	15
FBgn0052269	0	0	0	0	0
FBgn0052270	0	0	0	0	0
FBgn0035420	2252	1724	2670	2904	1946
FBgn0035421	1393	1487	1455	1716	1258
FBgn0035422	46935	55645	42921	42975	44288
FBgn0086068	13	21	20	15	14
FBgn0086069	13	5	1	2	5
FBgn0086070	0	1	1	3	1
FBgn0086071	0	0	0	0	0
FBgn0086072	0	0	0	0	0
FBgn0035423	8238	9106	7174	7911	7336
FBgn0035424	5596	3124	5191	4974	4495
FBgn0035425	2429	2295	2514	3021	2337
FBgn0035426	9	16	0	1	0
FBgn0266973	0	0	0	0	1
FBgn0263246	1	0	0	2	1
FBgn0263617	8	10	11	13	9
FBgn0262368	0	0	0	0	0
FBgn0035427	160	150	165	133	168
FBgn0085294	14	10	22	29	23
FBgn0035428	0	10	38	14	19
FBgn0035429	10	31	85	31	87
FBgn0035430	16	79	139	46	136
FBgn0262269	0	0	0	0	0
FBgn0035431	597	652	661	543	631
FBgn0035432	3485	3145	3648	3293	3239
FBgn0052279	25	7	66	82	316
FBgn0052283	9	10	48	52	162
FBgn0052282	2219	3235	2224	2321	2661
FBgn0035434	1235	1989	1540	1617	1560
FBgn0035435	171	179	230	267	157
FBgn0259933	0	0	0	0	0
FBgn0035436	10	6	4	6	2
FBgn0035437	2403	2203	2634	3014	2128
FBgn0035438	7730	8228	7884	7993	8445
FBgn0266929	8	4	9	6	5
FBgn0035439	67	44	67	85	83
FBgn0035440	1414	1467	1513	1663	1333
FBgn0052274	0	0	0	0	0
FBgn0052268	1	0	0	0	0
FBgn0004167	15710	11251	17796	15489	16723
FBgn0010381	10719	14493	12537	11171	11584
FBgn0027616	3076	2845	3217	3390	2890
FBgn0035443	572	530	619	776	514
FBgn0035444	1212	1174	1304	1278	1302
FBgn0035445	85	92	167	140	116
FBgn0267301	0	0	0	0	0
FBgn0014388	1483	901	1239	1083	1256
FBgn0262260	0	0	0	0	0
FBgn0026259	9000	8963	9155	9451	7977
FBgn0041164	5717	4982	5785	6150	4698
FBgn0010317	1019	1005	1010	967	911
FBgn0035449	1023	939	1101	1066	924
FBgn0052267	1053	1196	1072	1248	948
FBgn0259224	1246	848	1356	1098	1517
FBgn0262484	5876	5889	4975	4874	6300
FBgn0001254	10	31	67	30	232
FBgn0005640	2286	1520	2116	2178	1951
FBgn0266403	0	0	0	1	0
FBgn0267470	5	4	9	9	8
FBgn0053504	2	0	3	3	0
FBgn0035452	147	222	204	177	171
FBgn0035453	12	3	19	23	19
FBgn0263239	77	73	99	82	109
FBgn0262544	3	5	0	1	0
FBgn0263495	0	2	0	0	0
FBgn0263496	1	3	0	0	0
FBgn0267235	0	0	0	0	0
FBgn0052264	4374	3017	4032	3853	3973
FBgn0035458	2	0	0	3	1
FBgn0052266	62	18	100	103	45
FBgn0035461	481	505	418	497	429
FBgn0035462	404	407	443	540	359
FBgn0052262	452	475	432	486	457
FBgn0052263	3	11	0	0	0
FBgn0035464	1854	1907	2000	2399	1635
FBgn0004888	13530	14564	17642	17051	16928
FBgn0264553	2	0	1	0	0
FBgn0266394	1	1	1	2	0
FBgn0004875	5822	3574	5659	5544	4696
FBgn0064227	16	2	10	10	16
FBgn0013751	58	44	71	60	67
FBgn0266928	0	0	0	0	0
FBgn0264518	0	1	0	0	0
FBgn0266971	0	1	0	0	1
FBgn0026592	1003	1033	1172	991	1300
FBgn0083987	32	38	64	86	22
FBgn0035468	4	4	17	29	46
FBgn0035469	671	710	650	684	617
FBgn0035470	716	772	785	772	720
FBgn0003943	7791	7679	7284	8817	8538
FBgn0035471	4995	5713	5043	4953	4705
FBgn0041147	671	704	707	802	538
FBgn0035473	4099	4569	4052	4323	3751
FBgn0004910	2056	1663	2090	1878	2399
FBgn0004911	24	28	28	19	14
FBgn0035475	445	485	600	655	437
FBgn0035476	401	453	833	718	961
FBgn0264517	28	25	36	31	26
FBgn0027552	6258	6823	7434	7292	7625
FBgn0035477	186	151	196	169	217
FBgn0035478	2	0	0	0	0
FBgn0035479	3	4	0	0	0
FBgn0035480	349	483	361	336	458
FBgn0035481	608	338	488	349	533
FBgn0264516	1	3	0	0	0
FBgn0004880	888	384	713	500	726
FBgn0035482	770	742	837	930	717
FBgn0004895	10	3	8	11	9
FBgn0035483	588	683	685	758	581
FBgn0035484	3087	3410	6526	6066	6760
FBgn0045479	4	4	5	3	6
FBgn0045478	0	0	0	0	0
FBgn0045477	0	0	0	0	0
FBgn0035486	0	0	0	0	0
FBgn0045476	0	0	0	0	0
FBgn0266402	1	0	0	2	1
FBgn0052255	3	3	8	6	7
FBgn0035488	1485	1344	1665	2104	1269
FBgn0263832	2893	2988	3027	3464	2796
FBgn0035490	778	707	822	734	809
FBgn0042179	328	333	302	315	358
FBgn0000449	80	81	54	34	40
FBgn0024179	1373	1106	1164	1025	1053
FBgn0052259	32	34	24	25	19
FBgn0016013	451	656	764	746	959
FBgn0004516	3789	2459	3002	2609	3658
FBgn0035495	3392	2422	2664	2323	3318
FBgn0035496	612	653	735	615	788
FBgn0035497	2350	2101	1911	1879	1977
FBgn0035498	4535	3829	4603	4722	4223
FBgn0267230	0	1	0	1	1
FBgn0028484	1848	1712	1962	2170	1807
FBgn0035499	8852	7724	8819	8706	8572
FBgn0264693	10146	6755	9734	9273	8563
FBgn0260985	1757	1965	1876	2368	1524
FBgn0004574	3708	3352	3757	3710	3695
FBgn0003206	1611	1363	1550	1602	1431
FBgn0004552	176	170	195	178	164
FBgn0052260	10	6	8	9	7
FBgn0035501	962	1237	1115	999	1011
FBgn0259986	0	3	1	5	5
FBgn0011653	3	7	14	13	47
FBgn0265722	0	0	1	1	0
FBgn0261274	1862	1732	2026	2215	1665
FBgn0035504	135	118	140	122	135
FBgn0035505	806	476	638	553	712
FBgn0040697	160	68	159	103	138
FBgn0028664	890	855	897	928	852
FBgn0003710	539	322	691	621	523
FBgn0263110	3046	2148	3241	2993	2673
FBgn0035508	6	27	39	23	27
FBgn0035510	1	3	3	6	4
FBgn0035511	23	90	78	29	60
FBgn0035512	12	3	4	8	5
FBgn0035513	107	340	354	196	236
FBgn0052252	11	12	2	1	1
FBgn0001257	5613	3908	4474	4242	4092
FBgn0267302	1	0	0	0	0
FBgn0035515	1056	1107	1181	1152	1095
FBgn0011692	2139	1742	2192	2660	1502
FBgn0041171	6469	5060	7319	9208	5277
FBgn0035517	1161	1504	1398	1271	1424
FBgn0035518	681	736	783	1000	628
FBgn0035519	2275	2613	2374	2480	2130
FBgn0035520	577	686	651	800	547
FBgn0035521	298	281	256	237	310
FBgn0035522	15	15	23	16	63
FBgn0053764	0	0	0	1	1
FBgn0035523	1789	1542	1905	1962	1628
FBgn0035524	2326	2525	2212	2353	1955
FBgn0261952	5	0	7	2	0
FBgn0035526	3021	2675	2988	2923	2815
FBgn0015829	572	727	542	652	587
FBgn0041630	3442	3915	3577	3516	3542
FBgn0035528	2346	2572	2427	2536	2451
FBgn0035529	4515	5219	6298	5815	8466
FBgn0066365	15	103	268	82	204
FBgn0052251	2099	2038	2275	2886	1782
FBgn0052250	1053	1201	1320	1471	1207
FBgn0035532	883	999	1015	1129	890
FBgn0035533	3524	2418	3208	3366	2888
FBgn0266649	72	34	17	22	7
FBgn0035534	466	589	455	496	466
FBgn0053514	1248	1470	1159	960	1253
FBgn0035537	247	310	308	374	238
FBgn0035538	1791	1134	1557	1343	1705
FBgn0265467	0	0	0	3	1
FBgn0035539	476	492	400	445	503
FBgn0035540	1082	1176	1157	1287	1133
FBgn0035541	2959	3162	2433	2341	2496
FBgn0035542	9317	7197	6945	5440	7302
FBgn0035543	13	13	26	12	11
FBgn0000038	1619	1259	1612	1332	1687
FBgn0035544	456	560	405	376	396
FBgn0267303	0	1	1	0	0
FBgn0035545	45	41	137	119	54
FBgn0035546	22	20	42	53	28
FBgn0035547	176	675	690	289	376
FBgn0035548	49	10	142	129	21
FBgn0040699	15	6	46	53	11
FBgn0052241	1	1	1	4	3
FBgn0052249	1	0	0	1	0
FBgn0052248	0	0	2	2	2
FBgn0035550	0	0	0	0	0
FBgn0035551	55	2	108	115	75
FBgn0035552	1	2	1	0	0
FBgn0035553	29	27	51	42	46
FBgn0265920	0	0	1	0	0
FBgn0035554	3	0	4	9	2
FBgn0035555	0	0	1	0	0
FBgn0261526	3	14	32	13	31
FBgn0014073	1088	987	1109	995	1161
FBgn0035557	275	327	306	288	284
FBgn0052243	1106	964	1272	1575	943
FBgn0035558	1853	1621	1990	2485	1628
FBgn0053777	1	2	1	2	2
FBgn0260657	1366	1011	1267	1109	1263
FBgn0262733	3800	2579	3842	4382	3058
FBgn0052246	2	0	0	0	0
FBgn0266987	0	0	1	0	0
FBgn0015805	3686	3403	4508	5431	3621
FBgn0262870	2074	1908	2279	1898	2144
FBgn0035574	342	296	356	278	281
FBgn0035569	15	7	9	8	2
FBgn0042199	3	0	9	5	1
FBgn0264471	0	0	0	0	0
FBgn0035570	8	0	5	4	1
FBgn0267645	0	0	0	0	0
FBgn0264474	4	5	0	0	0
FBgn0267646	0	2	1	0	0
FBgn0035571	412	320	295	252	392
FBgn0264473	0	0	0	0	0
FBgn0035572	14	0	18	12	1
FBgn0267471	4	7	1	1	1
FBgn0267304	0	0	0	0	0
FBgn0265721	4	2	0	0	0
FBgn0035575	45	40	59	29	24
FBgn0042131	8	15	2	0	1
FBgn0261797	6214	4953	6298	6453	5371
FBgn0027085	1161	1232	1435	1618	1088
FBgn0035577	51	55	65	58	62
FBgn0035578	132	153	148	133	180
FBgn0052237	14	4	43	56	56
FBgn0047330	0	1	0	0	0
FBgn0035581	69	111	9	4	9
FBgn0035582	101	9	242	241	181
FBgn0035583	1463	1466	1832	1790	2109
FBgn0028699	1317	1288	1482	1246	1580
FBgn0263618	2	5	0	0	0
FBgn0005775	516	289	420	325	462
FBgn0267245	1	0	0	0	0
FBgn0264476	0	1	0	0	0
FBgn0054047	0	0	1	1	0
FBgn0035594	2	1	1	1	6
FBgn0040842	59	95	161	131	73
FBgn0040843	178	231	254	217	223
FBgn0035593	894	1048	997	1135	804
FBgn0266653	7	5	2	0	3
FBgn0035592	651	755	663	750	562
FBgn0035591	984	1112	980	1163	1000
FBgn0035590	606	722	691	708	618
FBgn0035589	856	861	762	877	879
FBgn0035588	1994	2576	2493	2585	2418
FBgn0035587	407	430	337	291	285
FBgn0267647	8	2	3	5	4
FBgn0035586	2054	2178	1990	2132	1899
FBgn0028962	1397	1380	1509	1713	1310
FBgn0263831	451	532	565	754	419
FBgn0010747	3781	3698	3740	4148	3561
FBgn0052423	9733	7799	9371	9179	9592
FBgn0267305	0	0	0	0	0
FBgn0267306	0	1	0	0	0
FBgn0011986	0	0	0	0	0
FBgn0016031	5224	5094	4702	4485	4563
FBgn0052420	0	0	0	3	0
FBgn0052421	0	0	0	0	0
FBgn0004380	920	825	973	917	790
FBgn0035600	17796	18365	17035	14890	17960
FBgn0035601	6936	7078	7108	7947	6649
FBgn0260856	433	531	564	554	424
FBgn0035603	1055	1335	1060	1284	981
FBgn0265708	0	0	0	0	0
FBgn0265709	0	0	0	0	0
FBgn0267307	4	0	0	0	0
FBgn0035604	7	1	9	13	6
FBgn0085420	132	64	139	78	120
FBgn0035607	38	49	47	25	24
FBgn0265713	2	2	0	0	0
FBgn0265711	0	0	1	0	0
FBgn0265712	0	0	0	0	0
FBgn0085371	15	13	24	30	42
FBgn0035610	98	81	77	70	77
FBgn0035611	244	253	323	266	331
FBgn0035612	440	533	732	654	556
FBgn0010894	904	785	951	941	899
FBgn0029118	1701	1770	1675	1751	1823
FBgn0029121	481	458	516	571	449
FBgn0040239	2112	1766	2054	2115	1866
FBgn0015766	18472	19583	20960	18575	19120
FBgn0065097	0	0	0	0	0
FBgn0035617	2081	1213	2112	2071	1616
FBgn0003486	195	141	117	111	123
FBgn0035619	1245	1405	477	217	251
FBgn0035620	1021	1009	567	252	297
FBgn0035621	1	0	1	10	254
FBgn0035622	1784	1537	1887	1996	1518
FBgn0035623	113	149	131	126	114
FBgn0035624	394	448	405	527	359
FBgn0035625	1670	1047	1642	1361	1636
FBgn0035626	16	38	32	27	43
FBgn0085447	4056	1601	3287	2415	3632
FBgn0035627	508	489	626	827	374
FBgn0265714	1	0	0	0	0
FBgn0086073	0	0	1	0	0
FBgn0263106	4632	3635	4235	4571	3153
FBgn0016756	8937	7915	9718	9957	9004
FBgn0035630	19792	18413	18461	19585	17152
FBgn0083044	17	12	11	9	13
FBgn0065058	7	2	13	7	7
FBgn0082994	4	9	6	3	5
FBgn0082995	9	8	4	6	3
FBgn0086660	7	8	5	3	3
FBgn0263488	2	0	0	1	1
FBgn0035631	2886	3157	3024	3577	2909
FBgn0035632	1653	1747	1822	2000	1637
FBgn0267481	24	23	10	19	21
FBgn0260936	5487	4479	5152	5508	4667
FBgn0052418	833	994	813	853	809
FBgn0040298	669	614	688	767	500
FBgn0260458	32	32	37	25	19
FBgn0044419	0	0	0	0	0
FBgn0266384	23	28	9	7	10
FBgn0035636	146	339	329	243	243
FBgn0086694	2898	2268	3125	3752	2597
FBgn0035638	49	90	19	19	21
FBgn0015806	5805	3811	5115	4983	4768
FBgn0259167	72	68	55	35	46
FBgn0035639	1712	1768	1575	1810	1480
FBgn0035640	1061	1159	1195	1746	903
FBgn0003984	278	182	265	228	253
FBgn0035641	1385	1399	1438	1898	960
FBgn0035642	765	752	830	1102	585
FBgn0035643	9	8	5	12	11
FBgn0035644	493	529	520	649	448
FBgn0035645	2	4	0	0	1
FBgn0052409	2316	2514	2030	2251	2024
FBgn0052412	1206	1361	1398	1996	924
FBgn0052413	2	3	0	0	0
FBgn0035647	1	2	0	0	0
FBgn0035648	6	11	12	3	8
FBgn0035649	375	363	354	323	399
FBgn0266677	1	1	0	1	0
FBgn0052407	757	800	614	565	691
FBgn0053523	4577	4371	4756	4753	4634
FBgn0002638	10115	9717	10329	11657	8981
FBgn0053993	95	79	112	77	118
FBgn0035656	929	846	834	709	843
FBgn0266988	0	0	0	0	0
FBgn0266989	1	3	1	1	2
FBgn0052406	191	132	173	129	189
FBgn0035661	2307	2297	1456	961	1327
FBgn0040060	12584	12184	4269	2790	2384
FBgn0264603	13	9	4	7	4
FBgn0035663	18	20	23	18	25
FBgn0250815	31649	37602	10540	7963	8143
FBgn0035665	24569	28120	11826	9561	9967
FBgn0035666	395	315	166	79	62
FBgn0035667	526	826	208	161	178
FBgn0028980	808	660	796	1034	682
FBgn0266990	0	0	0	0	0
FBgn0035669	2	0	2	0	0
FBgn0035670	24519	27954	15286	13153	13385
FBgn0259164	86	86	146	144	179
FBgn0035673	1100	1056	1021	964	1250
FBgn0035674	931	864	914	916	896
FBgn0035675	451	536	471	588	418
FBgn0035676	125	107	143	95	128
FBgn0035677	205	114	141	116	173
FBgn0035678	645	851	537	525	674
FBgn0035679	1522	1552	1837	1802	2070
FBgn0061492	1144	1168	1136	1384	1104
FBgn0005658	136	87	94	91	119
FBgn0267663	0	0	0	0	0
FBgn0002440	4	3	1	4	1
FBgn0267667	12	24	19	7	24
FBgn0086611	39	44	79	143	66
FBgn0042119	1481	2674	1936	1918	2114
FBgn0020637	106	160	307	272	163
FBgn0020638	93	105	253	258	112
FBgn0020639	8	13	37	53	32
FBgn0020640	0	0	0	0	0
FBgn0052405	52	43	83	80	36
FBgn0052404	0	0	0	0	0
FBgn0020641	0	6	3	4	0
FBgn0020642	40	32	70	101	23
FBgn0020643	0	0	0	0	0
FBgn0086900	0	0	0	0	0
FBgn0020646	0	0	0	0	0
FBgn0020644	0	0	0	0	0
FBgn0042118	0	0	0	1	0
FBgn0020645	1	2	5	5	3
FBgn0020765	30	33	26	26	51
FBgn0266970	0	0	0	0	0
FBgn0035685	9	79	78	44	48
FBgn0085300	2	0	0	3	2
FBgn0035686	0	0	0	0	1
FBgn0267308	0	0	0	0	0
FBgn0035687	0	1	0	0	0
FBgn0035688	3913	2880	3871	3846	3484
FBgn0035689	563	435	684	652	593
FBgn0035690	911	795	902	912	824
FBgn0022699	970	954	1015	1049	862
FBgn0262985	24	33	13	13	14
FBgn0022935	1109	900	1200	1197	930
FBgn0035691	173	185	206	180	197
FBgn0035692	2069	2047	2175	2359	1960
FBgn0024921	5440	3238	5521	6059	4365
FBgn0035693	61	44	32	18	30
FBgn0002526	6690	5652	7306	5852	6664
FBgn0047000	21	31	12	14	15
FBgn0035694	1357	1342	972	858	1178
FBgn0047334	743	528	42	35	52
FBgn0261631	189	196	171	135	170
FBgn0035695	2436	2240	2935	2041	2963
FBgn0004513	880	803	961	799	1001
FBgn0035696	2899	2237	2917	2611	2922
FBgn0035697	287	269	119	83	220
FBgn0001258	1244	916	1509	1727	1764
FBgn0265715	10	1	6	13	10
FBgn0266969	0	0	0	0	0
FBgn0266589	5	1	0	0	0
FBgn0041625	0	0	2	2	1
FBgn0041624	2	1	1	1	5
FBgn0041623	1	1	0	0	1
FBgn0035699	165	69	171	121	158
FBgn0266968	2	4	0	0	0
FBgn0267642	0	1	0	0	0
FBgn0261801	202	127	139	144	145
FBgn0035702	367	283	365	362	341
FBgn0035703	887	865	1007	1091	871
FBgn0035704	1229	1136	1256	1397	1071
FBgn0020251	1737	1260	1704	1627	1647
FBgn0267641	1	3	0	1	0
FBgn0052396	49	53	1	0	0
FBgn0042185	1365	1206	1413	1756	1152
FBgn0263973	507	401	454	394	532
FBgn0002926	2100	1715	1349	1207	1275
FBgn0035707	2893	3015	2800	2889	2703
FBgn0024177	4862	4897	5034	5314	4235
FBgn0266967	21	12	19	9	15
FBgn0035708	461	358	489	452	522
FBgn0004619	200	157	164	161	215
FBgn0266773	6	9	0	0	0
FBgn0266774	0	0	0	0	0
FBgn0266683	0	1	0	0	0
FBgn0041232	0	0	0	0	0
FBgn0035710	3128	2639	3166	2468	3190
FBgn0035711	403	396	406	345	475
FBgn0005626	807	645	934	800	884
FBgn0265716	1	0	0	1	2
FBgn0266966	1	0	1	0	0
FBgn0261934	3173	1675	2935	2770	2649
FBgn0035713	4838	4439	4978	5192	4225
FBgn0035714	1131	1461	1256	1341	1167
FBgn0035715	2721	2552	2464	2585	2513
FBgn0052392	92	117	68	67	62
FBgn0267323	5	1	6	2	7
FBgn0086680	1586	1039	1519	1203	1501
FBgn0266590	55	69	67	84	64
FBgn0266965	4	0	1	2	1
FBgn0041194	3148	3231	2561	2517	3157
FBgn0266962	3	1	0	0	0
FBgn0035718	920	923	777	753	726
FBgn0266964	0	0	0	0	0
FBgn0266963	5	3	2	2	2
FBgn0266961	0	1	0	0	0
FBgn0035719	192	147	182	159	179
FBgn0035720	17896	12832	18454	17908	16839
FBgn0035721	392	466	402	511	455
FBgn0035722	952	1155	939	923	921
FBgn0029117	622	684	646	694	559
FBgn0261445	3578	3141	3432	3178	3298
FBgn0035724	163	214	92	112	75
FBgn0035725	328	347	316	324	360
FBgn0035726	10945	11648	11263	11762	10211
FBgn0035727	30	38	15	15	14
FBgn0001104	4035	3682	3888	4441	3456
FBgn0047205	3	3	1	7	6
FBgn0267662	0	0	0	0	0
FBgn0263387	0	0	0	0	0
FBgn0250849	0	0	0	0	0
FBgn0045759	41	54	55	57	49
FBgn0260660	1167	755	1140	1000	1125
FBgn0035730	36	45	0	0	0
FBgn0267482	0	0	0	0	0
FBgn0035733	133	100	120	107	122
FBgn0035734	794	845	908	864	1053
FBgn0052391	5	2	0	1	0
FBgn0054030	1	1	0	0	0
FBgn0035735	206	796	801	513	437
FBgn0035736	7	54	79	38	54
FBgn0035737	12	24	61	30	17
