Geneid	M4C1	M4C2	M4C4	M4D1	M4D2	M4D4
FBgn0036888	4274	3599	3042	4106	3927	4795
FBgn0036889	1006	756	740	882	843	1032
FBgn0005386	3163	2252	1770	2809	3038	4164
FBgn0010417	1819	1419	1377	1914	1674	2080
FBgn0036890	87	107	68	83	109	149
FBgn0020277	82	96	61	76	120	94
FBgn0036891	732	866	826	726	760	897
FBgn0036892	2359	2205	1761	2046	2218	2763
FBgn0036893	720	408	416	485	546	745
FBgn0260655	2211	1721	1432	1838	1851	2512
FBgn0029094	2708	1911	2061	2548	2344	3247
FBgn0036895	4	5	2	15	7	8
FBgn0036896	1297	1343	1061	1244	1335	1531
FBgn0036897	1086	777	717	884	938	1568
FBgn0022774	2518	2815	2135	2260	2120	2367
FBgn0036899	90	108	93	78	84	125
FBgn0265889	0	0	0	0	0	0
FBgn0036900	1586	1187	1048	1202	1287	1657
FBgn0004623	2221	2738	1561	1834	2288	2689
FBgn0261341	208	245	266	266	417	352
FBgn0260653	149	170	182	150	212	168
FBgn0262516	0	0	0	0	0	0
FBgn0261360	0	1	0	0	0	2
FBgn0260434	0	0	0	0	0	0
FBgn0261361	1	1	0	0	0	0
FBgn0266136	1	0	1	7	5	3
FBgn0036905	0	0	0	0	0	0
FBgn0261283	6137	6305	4600	5772	5829	7195
FBgn0262393	3	0	5	1	2	1
FBgn0036906	305	205	197	259	256	388
FBgn0260874	28	24	18	25	25	29
FBgn0036908	1559	1157	1103	1358	1330	1605
FBgn0036909	747	584	580	677	665	818
FBgn0083952	113	89	65	65	100	97
FBgn0040786	156	141	94	149	173	187
FBgn0024889	4202	3329	2795	3128	3384	4043
FBgn0036910	347	342	295	340	285	370
FBgn0023094	2747	1899	2008	2637	2334	3186
FBgn0036911	939	760	699	815	894	1115
FBgn0013799	1696	1415	1228	1568	1496	2181
FBgn0003744	3245	2496	2158	2637	2598	3509
FBgn0052221	416	420	376	373	405	480
FBgn0001324	1933	1623	1399	2098	1799	2680
FBgn0020389	1226	1043	867	972	942	1158
FBgn0266982	58	22	23	34	43	50
FBgn0262518	4209	3596	2922	3373	3666	4871
FBgn0036913	2363	2546	1770	2048	2101	2866
FBgn0262519	11705	9511	8044	11877	10483	15434
FBgn0014037	7979	6472	5418	7575	7141	11198
FBgn0052218	156	185	100	179	184	307
FBgn0264481	14	10	10	14	17	15
FBgn0036915	1884	1436	1350	1694	1615	2175
FBgn0036916	690	573	545	614	573	630
FBgn0028695	8842	7423	6596	7823	7087	9793
FBgn0020887	3219	2181	2124	3158	2631	4108
FBgn0036918	2057	1639	1590	1685	1761	2096
FBgn0036919	1881	1487	1521	1655	1508	1931
FBgn0036920	925	828	745	943	885	1059
FBgn0036921	6287	5109	4747	5234	5571	7074
FBgn0267238	0	0	0	1	0	0
FBgn0004852	1006	1231	741	903	1010	1292
FBgn0052219	0	0	0	0	0	0
FBgn0085287	0	0	0	0	0	0
FBgn0053710	0	0	0	0	0	0
FBgn0261507	0	0	0	0	0	0
FBgn0261506	0	0	0	0	0	0
FBgn0036922	204	143	120	152	150	164
FBgn0036923	59	59	65	57	75	86
FBgn0036924	0	0	0	2	0	0
FBgn0036925	1	1	4	3	6	3
FBgn0052220	85	61	55	53	79	96
FBgn0005633	656	458	48	54	450	206
FBgn0266654	27	31	26	13	22	50
FBgn0013303	1545	1325	1083	1302	1580	1860
FBgn0036926	423	427	295	309	459	570
FBgn0036927	5931	5429	4533	5171	5276	5819
FBgn0036928	3940	3429	3010	3591	3475	3886
FBgn0036929	2443	2094	1834	2064	2336	3124
FBgn0261574	5546	4784	3370	5025	5719	7978
FBgn0036931	60	44	40	40	54	47
FBgn0036932	1031	960	876	977	980	1119
FBgn0036934	72	94	63	66	90	155
FBgn0036935	304	472	336	350	391	487
FBgn0265890	0	1	0	0	0	0
FBgn0036936	6	6	9	7	16	8
FBgn0036937	20	32	17	15	29	27
FBgn0036938	206	204	58	39	49	114
FBgn0036939	314	292	221	202	287	306
FBgn0005198	2269	1832	1621	2369	2135	2943
FBgn0036940	1	1	5	10	10	11
FBgn0036942	328	274	231	306	311	425
FBgn0261556	2243	2099	1764	2153	2089	3124
FBgn0267604	0	0	0	0	0	0
FBgn0036945	1772	2082	2475	2170	2245	2150
FBgn0262022	234	273	221	242	265	325
FBgn0036947	2	0	3	4	0	10
FBgn0036948	59	82	271	511	191	170
FBgn0036949	0	0	25	50	10	36
FBgn0036950	0	0	1	2	0	1
FBgn0052224	0	0	0	0	1	0
FBgn0036951	4	11	61	89	58	127
FBgn0036952	6	12	79	96	83	177
FBgn0036953	22	22	22	23	27	26
FBgn0260393	1	1	3	6	1	12
FBgn0260397	1869	1311	1256	1692	1550	2434
FBgn0036956	26	23	13	14	35	26
FBgn0036958	2502	2012	1709	2336	2121	2985
FBgn0024814	4485	4202	4039	4348	4016	4890
FBgn0036959	439	323	295	322	345	425
FBgn0265959	497	612	413	428	535	800
FBgn0052227	54	66	57	69	102	111
FBgn0036962	11	6	4	8	12	12
FBgn0264482	1	2	1	2	0	1
FBgn0036964	624	570	436	449	522	613
FBgn0052226	1432	1221	974	1171	1244	1675
FBgn0264464	0	0	1	0	0	2
FBgn0036967	2754	1904	1831	2218	2333	2859
FBgn0052225	208	246	149	180	201	266
FBgn0003124	13943	8758	8086	11423	10731	15588
FBgn0250791	4066	4076	3390	3611	3774	4960
FBgn0264467	41	46	27	23	33	39
FBgn0262057	1007	1202	1044	896	993	1100
FBgn0036972	3	4	3	3	5	3
FBgn0036970	24	35	39	35	39	37
FBgn0266934	0	0	0	0	0	1
FBgn0036973	586	457	447	503	509	592
FBgn0036974	11602	9087	8009	10179	9643	11870
FBgn0036975	808	975	871	729	745	777
FBgn0024887	821	650	613	810	774	1042
FBgn0036977	1	0	1	0	1	1
FBgn0259676	1116	719	749	1032	936	1247
FBgn0036978	66	68	62	52	60	61
FBgn0001259	36	47	27	32	59	37
FBgn0036979	5	11	10	6	5	16
FBgn0001247	3005	2777	2293	2534	2847	3535
FBgn0036980	4625	3777	3397	3999	4248	5636
FBgn0027565	1839	1427	1315	1626	1732	2313
FBgn0011205	4166	4231	3428	3513	3719	4963
FBgn0264572	96	105	69	85	87	136
FBgn0053969	868	659	617	737	717	1018
FBgn0267237	4	5	11	5	11	6
FBgn0028978	1733	1697	1409	1698	1606	2022
FBgn0267635	14	24	10	6	16	24
FBgn0036984	134	219	184	150	191	210
FBgn0036985	36	68	14	47	74	73
FBgn0036986	131	149	91	109	161	139
FBgn0036987	563	392	387	541	477	595
FBgn0036988	692	574	496	504	564	777
FBgn0029158	1017	912	737	812	895	937
FBgn0019947	2093	1728	1514	1765	1765	2208
FBgn0036990	1222	981	872	1082	993	1229
FBgn0036991	1123	768	766	1060	989	1481
FBgn0036992	1474	1831	1191	2867	3129	3186
FBgn0266686	20	15	14	19	19	23
FBgn0264571	18	34	26	14	21	30
FBgn0036993	671	754	698	819	872	938
FBgn0036994	1454	780	837	1260	1147	1564
FBgn0083120	218	179	128	143	145	236
FBgn0086082	0	1	0	0	0	1
FBgn0082949	1	1	0	0	1	2
FBgn0082948	0	0	0	0	0	0
FBgn0082947	0	0	0	0	0	0
FBgn0036995	8	10	14	96	51	45
FBgn0036996	1478	1938	905	560	849	854
FBgn0261832	1	4	4	5	3	2
FBgn0036997	74	84	59	160	151	120
FBgn0052428	2068	1799	1457	1596	1703	2550
FBgn0036998	838	583	545	604	646	861
FBgn0036999	899	672	637	725	758	884
FBgn0037000	507	362	309	350	425	512
FBgn0037001	6621	6701	4753	6678	5970	6721
FBgn0052425	6042	4704	4414	4472	4214	5297
FBgn0037007	4659	5184	4373	3392	4009	5050
FBgn0037008	704	619	540	586	637	699
FBgn0037009	771	734	640	640	676	783
FBgn0037010	2722	2178	1700	2137	2066	2685
FBgn0037011	880	901	768	825	812	950
FBgn0037012	474	531	435	376	449	514
FBgn0037013	0	3	1	4	2	1
FBgn0001323	150	177	117	117	161	192
FBgn0265895	0	0	0	0	0	0
FBgn0265894	0	2	0	1	0	1
FBgn0265891	0	0	0	0	0	0
FBgn0265892	0	0	0	0	0	0
FBgn0265893	0	0	0	0	0	0
FBgn0037014	11	18	12	14	26	22
FBgn0265896	0	0	0	0	0	0
FBgn0001320	145	159	115	122	148	183
FBgn0037015	93	74	83	92	113	133
FBgn0085289	0	0	0	0	0	0
FBgn0264573	0	1	0	0	0	0
FBgn0037016	719	911	705	600	696	899
FBgn0045474	0	1	2	1	0	0
FBgn0053912	0	0	0	0	0	0
FBgn0037017	433	326	299	304	337	408
FBgn0040634	162	130	118	139	155	157
FBgn0037018	827	676	611	812	791	903
FBgn0016696	5885	5147	4086	5335	5651	6826
FBgn0037019	1133	913	843	1014	952	1255
FBgn0037020	1903	1664	1511	1817	1624	2040
FBgn0037021	4748	3129	2821	3811	3857	5501
FBgn0037022	1274	915	893	1060	1105	1472
FBgn0027364	726	836	708	735	744	754
FBgn0263844	0	1	0	0	0	2
FBgn0263845	0	0	0	0	1	0
FBgn0037024	3492	2807	2648	3313	2885	3358
FBgn0037025	1729	1107	1112	1855	1583	2795
FBgn0037026	1163	899	809	1134	944	1426
FBgn0037027	4287	3007	2759	3604	3654	5253
FBgn0037028	1827	1415	1112	1407	1421	1716
FBgn0259243	3962	3621	3090	3412	3707	4864
FBgn0086915	2	10	2	3	7	4
FBgn0266933	4	7	3	7	3	4
FBgn0037030	20	19	7	10	15	10
FBgn0040636	531	611	457	275	419	452
FBgn0267605	20	32	16	10	18	16
FBgn0027055	2151	1547	1459	1869	1846	2376
FBgn0037031	732	505	490	597	623	875
FBgn0052432	442	584	306	408	492	645
FBgn0266932	0	0	0	0	0	0
FBgn0040637	13	21	3	6	21	21
FBgn0267297	0	0	0	0	0	0
FBgn0264551	1	0	0	0	0	0
FBgn0267298	0	1	1	0	1	0
FBgn0264550	3	1	2	2	7	2
FBgn0011591	580	708	465	483	556	649
FBgn0003415	8537	5982	4783	7988	7856	11650
FBgn0267606	0	0	0	0	0	0
FBgn0263486	0	0	1	0	0	0
FBgn0037044	992	829	721	871	805	971
FBgn0267451	0	0	0	0	1	0
FBgn0037045	685	435	391	571	469	697
FBgn0028402	997	837	700	942	856	947
FBgn0037046	140	113	107	118	121	138
FBgn0026179	2426	2471	2103	2308	2371	3152
FBgn0262482	1	0	0	0	0	0
FBgn0020294	354	396	311	317	378	484
FBgn0053285	1	2	0	0	0	1
FBgn0267607	0	0	0	0	0	0
FBgn0264566	0	0	0	0	0	0
FBgn0037050	113	118	89	108	120	112
FBgn0037051	8212	6349	5972	7336	7084	8419
FBgn0024150	252	353	259	330	320	405
FBgn0021760	3781	2987	2617	3887	3504	5473
FBgn0041607	3687	2997	2718	3079	2915	3550
FBgn0259239	121	112	76	75	112	155
FBgn0267613	30	21	6	21	27	26
FBgn0041100	328	294	233	327	263	304
FBgn0085290	597	420	378	485	449	627
FBgn0053054	406	357	268	336	334	381
FBgn0053056	1170	1139	829	1175	1222	1548
FBgn0037057	684	699	567	1024	799	1014
FBgn0037059	0	0	2	0	0	1
FBgn0037060	349	411	275	353	357	444
FBgn0037061	622	528	479	529	562	526
FBgn0028427	2026	1856	1532	1640	1835	2185
FBgn0262855	9	20	3	18	15	19
FBgn0004865	128	160	94	111	160	183
FBgn0262854	10	15	35	15	15	13
FBgn0037063	2583	2180	2009	2860	2592	3110
FBgn0037064	3	5	2	1	6	3
FBgn0266655	13	7	10	7	11	15
FBgn0012034	10769	11297	9739	15319	12280	15995
FBgn0027945	2238	2239	1851	1942	1872	2163
FBgn0037065	1256	1323	1365	981	1073	1229
FBgn0259785	6588	5601	4615	6375	5635	7840
FBgn0037067	1	0	4	0	2	4
FBgn0037068	4	1	3	3	27	5
FBgn0000551	14	7	8	14	23	14
FBgn0263841	2	0	0	0	0	0
FBgn0037069	0	3	10	36	80	30
FBgn0266981	0	2	0	0	0	0
FBgn0037070	1562	1768	1497	1759	1582	2121
FBgn0267614	2	2	5	1	0	3
FBgn0037071	936	706	744	807	776	1034
FBgn0003042	625	492	370	504	528	755
FBgn0267234	2	1	4	1	6	2
FBgn0086913	169	180	136	143	189	215
FBgn0267737	0	0	0	0	0	0
FBgn0037073	5698	4839	3943	4570	4513	5257
FBgn0037074	5716	5291	4336	5232	5376	6733
FBgn0052436	21	22	14	22	35	31
FBgn0037076	656	535	433	607	602	769
FBgn0037078	48	33	47	33	36	66
FBgn0261258	2012	2696	1983	1917	2311	2809
FBgn0267615	0	0	0	0	2	1
FBgn0002842	43	27	24	40	27	84
FBgn0267616	1	1	0	2	4	1
FBgn0037081	2710	2074	1806	2160	2202	2860
FBgn0053288	21	24	27	18	40	32
FBgn0005694	3533	2565	2176	2473	2684	4117
FBgn0037082	628	534	415	599	638	811
FBgn0037083	9	6	2	5	10	6
FBgn0086377	2613	2358	2007	2298	2401	2979
FBgn0014143	20	20	22	21	28	24
FBgn0037085	27	45	28	25	47	12
FBgn0037086	7	0	3	4	0	2
FBgn0037087	1178	1036	885	1088	1131	1243
FBgn0015239	2651	2251	1928	2165	2305	2840
FBgn0264554	23	16	19	20	33	29
FBgn0264561	6001	4841	4095	5667	5091	6863
FBgn0037090	754	814	861	1828	1486	1940
FBgn0037092	458	552	451	468	474	664
FBgn0026371	1022	590	590	836	752	1155
FBgn0037093	3735	3220	2742	3359	3368	4582
FBgn0037094	5405	4915	4290	5104	4813	6246
FBgn0052442	531	373	327	370	427	578
FBgn0264469	3	12	10	6	3	9
FBgn0029152	3810	2711	2496	3057	2975	4899
FBgn0053289	2	2	2	0	5	1
FBgn0015283	5850	4926	4478	5479	5083	6111
FBgn0263911	3889	3933	2671	3381	3829	3869
FBgn0028663	4938	4070	3869	3750	4251	5209
FBgn0053290	0	0	1	0	0	0
FBgn0037098	4679	4145	2945	3956	4294	5872
FBgn0037099	0	0	7	1	1	0
FBgn0037100	85	124	84	78	85	115
FBgn0037101	2	1	2	3	3	2
FBgn0037102	895	757	653	810	748	979
FBgn0052438	2170	1569	1501	2071	2039	2920
FBgn0262330	0	0	0	0	0	0
FBgn0052441	1847	1656	1371	1620	1622	1827
FBgn0264567	0	0	0	2	0	0
FBgn0261953	39	27	23	27	35	37
FBgn0264568	0	0	0	0	0	0
FBgn0037105	525	464	370	353	424	526
FBgn0037106	1355	857	847	1124	1104	1427
FBgn0037107	151	161	110	127	161	219
FBgn0037108	2096	1891	1614	1798	1726	2321
FBgn0037109	2739	2129	1883	2426	2241	3271
FBgn0037110	981	811	751	1071	896	1054
FBgn0267617	2	0	1	4	4	3
FBgn0043783	3692	3749	3291	20826	11351	14968
FBgn0052445	0	0	0	1	0	0
FBgn0052446	2015	1736	1603	1793	1861	2284
FBgn0267618	0	0	0	0	0	0
FBgn0264711	18	17	18	13	14	5
FBgn0037114	17	25	16	27	19	23
FBgn0264708	0	0	0	0	0	0
FBgn0267580	0	1	1	0	0	3
FBgn0262417	0	0	0	0	0	0
FBgn0037116	2670	2045	1771	2206	2183	2943
FBgn0264710	0	0	0	0	0	1
FBgn0037117	1616	1194	1007	1185	1356	1574
FBgn0261059	0	0	0	0	0	0
FBgn0264709	0	0	0	0	0	0
FBgn0052447	17	27	7	7	28	20
FBgn0037120	1296	1139	956	1230	1270	1726
FBgn0037121	915	845	728	757	771	1008
FBgn0037122	0	0	0	7	9	0
FBgn0037123	0	0	19	36	45	37
FBgn0037124	0	0	13	5	24	0
FBgn0037125	0	0	16	6	35	0
FBgn0264480	0	0	0	0	0	0
FBgn0037126	115	161	181	68	113	84
FBgn0037127	0	4	0	6	8	13
FBgn0037128	2	13	7	15	16	5
FBgn0037129	0	1	32	5	26	4
FBgn0037130	323	334	256	247	323	409
FBgn0037131	0	0	0	0	0	1
FBgn0267619	0	0	0	0	0	1
FBgn0037133	0	0	0	1	0	0
FBgn0267620	0	0	0	0	0	0
FBgn0000560	16	11	11	9	14	13
FBgn0264487	0	0	0	0	0	0
FBgn0022936	1228	766	752	989	911	1255
FBgn0037134	738	600	522	676	660	791
FBgn0037135	20354	17425	15532	20317	17027	19863
FBgn0052448	222	201	172	165	178	178
FBgn0263001	33	20	33	35	27	34
FBgn0046301	778	681	530	715	665	789
FBgn0037137	10167	9551	7573	8800	8812	11269
FBgn0037138	4897	4925	3548	4034	4410	5518
FBgn0037139	0	0	0	0	0	1
FBgn0262737	8029	6843	5439	6761	7765	10877
FBgn0052449	0	0	0	0	0	0
FBgn0264470	2	0	0	0	0	1
FBgn0267621	0	0	0	0	0	0
FBgn0037140	164	216	225	251	242	231
FBgn0037141	1868	1238	1286	1701	1511	2136
FBgn0037142	1547	1274	1005	1394	1448	2202
FBgn0037143	2	3	6	2	8	3
FBgn0267453	0	1	0	0	0	2
FBgn0037144	1363	1034	828	1141	1102	1361
FBgn0085291	0	0	2	0	0	0
FBgn0267321	0	0	0	1	0	0
FBgn0029091	873	890	821	773	754	951
FBgn0037146	10976	12298	11076	12315	10120	12830
FBgn0000045	3962	4893	1540	2615	3794	3843
FBgn0265898	0	0	0	0	0	0
FBgn0004514	63	65	69	69	64	103
FBgn0037149	551	399	393	466	442	563
FBgn0027532	2440	2033	1787	2168	2264	2936
FBgn0264727	10	4	8	5	8	6
FBgn0037150	1531	1084	1061	1221	1196	1636
FBgn0037151	193	152	156	178	176	223
FBgn0000100	55385	59200	47229	54709	48380	50531
FBgn0259973	0	0	0	0	0	0
FBgn0004414	0	0	0	0	0	0
FBgn0266771	0	0	0	0	0	0
FBgn0266770	0	0	0	0	0	0
FBgn0037153	239	295	191	195	272	342
FBgn0267633	0	0	0	0	0	1
FBgn0267634	0	0	0	1	0	0
FBgn0266395	0	0	0	0	0	0
FBgn0028500	2606	2095	1696	2202	2094	2871
FBgn0015075	1482	1165	1059	1357	1178	1672
FBgn0037156	1091	705	703	840	869	1231
FBgn0004179	5507	4462	3869	4255	4757	6087
FBgn0025702	1085	1078	658	874	1101	1292
FBgn0267622	1	1	1	4	2	1
FBgn0011771	1744	1486	1242	1548	1596	2097
FBgn0027086	9758	9037	7451	8756	8670	10784
FBgn0004449	1939	2290	1498	2116	2208	3516
FBgn0052450	0	0	0	0	0	1
FBgn0267625	0	0	0	0	0	0
FBgn0267624	15	13	10	11	18	26
FBgn0267626	0	0	0	0	0	0
FBgn0267627	0	0	0	0	0	0
FBgn0266772	0	0	0	0	0	0
FBgn0267628	0	0	0	0	0	0
FBgn0037162	0	3	0	1	0	2
FBgn0037163	783	894	667	839	778	800
FBgn0037164	72	68	59	85	75	78
FBgn0037165	11	8	6	15	11	19
FBgn0037166	2762	3131	1880	2132	2509	2855
FBgn0266931	1	1	1	0	4	1
FBgn0037167	37	40	38	37	29	28
FBgn0037171	6	10	5	6	2	9
FBgn0267629	0	0	0	0	0	0
FBgn0266930	1	0	1	3	0	0
FBgn0053766	0	0	0	0	0	0
FBgn0053767	0	0	0	0	0	0
FBgn0053768	0	0	0	0	0	0
FBgn0053769	0	0	0	0	0	0
FBgn0053770	0	0	0	0	0	0
FBgn0053771	0	0	0	0	0	1
FBgn0053772	0	0	0	0	0	0
FBgn0262951	22	26	22	23	16	19
FBgn0262249	0	0	0	0	0	0
FBgn0037174	176	165	166	102	136	158
FBgn0037175	0	0	1	0	0	0
FBgn0037176	0	1	3	2	1	6
FBgn0037177	0	0	1	4	2	0
FBgn0037178	0	0	0	2	1	2
FBgn0037179	0	1	0	0	0	0
FBgn0037180	0	0	0	1	0	0
FBgn0052453	0	0	1	4	11	2
FBgn0266591	0	2	0	5	4	1
FBgn0037181	1	0	49	115	41	116
FBgn0037182	2984	2564	2276	2849	2662	3575
FBgn0052452	1395	902	892	1185	1230	1685
FBgn0016034	2289	1738	1545	1962	1830	2486
FBgn0037183	21	10	21	25	15	20
FBgn0037184	651	485	470	566	568	763
FBgn0037185	1086	673	705	849	832	1274
FBgn0260481	10	13	5	9	12	11
FBgn0037186	812	931	732	701	714	987
FBgn0010830	2019	1372	1337	1716	1586	2271
FBgn0266656	4	3	3	7	8	2
FBgn0037188	1829	1266	1130	1454	1558	2352
FBgn0052451	5590	4903	3713	4812	4835	7294
FBgn0267623	1	0	0	1	0	0
FBgn0037191	0	0	0	0	0	0
FBgn0027339	1626	2197	1406	1763	2116	3021
FBgn0266977	2	3	1	7	8	5
FBgn0037195	25	19	25	38	32	35
FBgn0267219	3	1	5	2	7	9
FBgn0266585	0	0	0	0	0	0
FBgn0052460	0	1	0	0	0	0
FBgn0263345	18	22	22	17	21	33
FBgn0052462	0	0	0	0	0	0
FBgn0052459	2	3	2	3	3	0
FBgn0037197	0	0	0	1	21	0
FBgn0053169	164	152	153	142	187	160
FBgn0053170	1097	995	734	911	1208	1169
FBgn0037199	2431	2128	1831	2630	2377	2836
FBgn0010348	11295	10340	9517	10343	10708	13331
FBgn0020518	1	1	1	0	0	1
FBgn0267631	18	13	1	3	6	8
FBgn0037200	943	744	696	787	751	877
FBgn0267630	1	0	0	1	0	1
FBgn0044324	4917	3594	2998	4422	3964	5704
FBgn0037202	1546	1165	1042	1317	1276	1545
FBgn0267632	2	0	0	3	1	3
FBgn0037203	4150	2790	2491	3239	3128	4576
FBgn0265899	0	4	1	1	3	3
FBgn0265900	0	0	0	0	0	0
FBgn0037204	1	1	50	93	51	153
FBgn0037205	1090	869	788	1139	1097	1469
FBgn0267221	0	0	0	0	0	0
FBgn0037206	93	93	89	101	116	135
FBgn0037207	1602	1097	1086	1366	1214	1810
FBgn0052461	1	1	0	0	0	0
FBgn0267322	2	9	2	5	10	13
FBgn0052457	0	0	0	1	1	0
FBgn0262509	1120	1454	785	913	1316	1686
FBgn0024733	91233	83462	69314	85616	85499	88208
FBgn0264492	10550	8085	7108	8114	8958	12820
FBgn0053217	550	432	383	350	418	1361
FBgn0084017	4	2	1	3	2	5
FBgn0052350	1332	994	772	807	995	2019
FBgn0266657	42	26	28	21	26	26
FBgn0054031	17	21	15	17	21	31
FBgn0264698	0	0	0	0	0	0
FBgn0267299	0	0	0	0	0	0
FBgn0266347	763	686	474	465	797	1288
FBgn0010215	4758	4138	3606	3894	4774	6487
FBgn0263573	0	0	0	0	1	0
FBgn0052230	9401	7765	4911	6521	8989	8161
FBgn0250816	3283	2521	2015	2418	3012	6184
FBgn0266684	0	1	0	0	0	0
FBgn0039977	2290	1923	1655	1725	2373	2980
FBgn0058298	27	27	11	6	40	58
FBgn0267300	0	0	0	0	0	0
FBgn0040056	2681	2514	1994	2286	2947	4297
FBgn0264699	30	43	51	53	53	93
FBgn0058470	164	140	112	111	154	273
FBgn0264569	1	0	0	0	0	0
FBgn0264570	0	0	0	0	0	0
FBgn0058053	0	0	0	0	0	0
FBgn0058045	4818	3839	3301	3535	4177	5880
FBgn0011288	625	691	464	569	721	1045
FBgn0266652	0	0	0	0	0	0
FBgn0259697	37	66	45	43	53	76
FBgn0040045	1	4	1	0	3	1
FBgn0044510	1546	1233	1065	1231	1349	2258
FBgn0261639	0	0	0	0	0	0
FBgn0261640	0	0	0	0	0	0
FBgn0085810	0	0	0	0	0	0
FBgn0028993	118	193	115	92	171	221
FBgn0085736	800	723	481	685	776	873
FBgn0058002	1804	1677	1110	1628	1877	2225
FBgn0040022	3322	3007	2156	2580	3170	5009
FBgn0040020	1397	894	939	966	1181	1610
FBgn0260008	2729	2375	1628	1998	2710	2998
FBgn0058354	142	153	130	105	183	216
FBgn0267429	241	303	162	148	222	304
FBgn0085734	9	7	3	10	5	7
FBgn0266690	13	19	15	12	25	20
FBgn0040001	9495	13576	7353	9620	10682	15712
FBgn0058178	1800	1737	1313	1271	1700	2853
FBgn0266692	12	14	10	7	22	19
FBgn0058160	1602	1577	1166	1104	1705	1924
FBgn0085599	0	1	0	1	4	0
FBgn0260997	32	31	26	27	55	71
FBgn0063670	1428	1294	1063	1277	1553	1781
FBgn0266687	10	19	5	9	15	19
FBgn0266691	7	4	5	4	7	8
FBgn0260987	2901	2627	2491	2435	3013	4308
FBgn0262789	0	0	0	0	0	0
FBgn0028697	56019	57046	43913	49774	54962	60849
FBgn0086533	6	4	5	2	6	9
FBgn0024804	2919	2846	2199	2163	2695	3294
FBgn0020660	796	807	1135	1388	1723	1822
FBgn0260469	0	0	1	1	0	1
FBgn0039959	5509	4897	3348	3695	5296	8989
FBgn0085804	0	0	0	0	0	0
FBgn0267431	5	2	5	1	4	10
FBgn0039987	0	0	0	0	0	0
FBgn0058182	0	0	0	0	0	0
FBgn0267430	0	1	0	0	0	0
FBgn0266747	0	0	0	0	0	0
FBgn0086917	0	1	1	0	0	0
FBgn0010247	2843	2776	2135	2122	2623	4611
FBgn0086378	2094	1899	1532	1535	1916	2536
FBgn0263977	4656	4068	3634	4068	4563	5162
FBgn0069923	654	624	486	527	749	943
FBgn0039955	6213	5036	3935	4615	5547	8828
FBgn0259821	165	183	111	137	183	265
FBgn0027341	1275	1499	1089	1414	1766	1993
FBgn0085812	0	0	0	0	0	0
FBgn0058198	66	88	62	87	136	157
FBgn0037213	1524	1826	1406	1505	1667	1971
FBgn0053294	35	30	39	39	50	78
FBgn0000500	232	246	268	254	254	270
FBgn0037215	4054	3935	3074	3615	3659	4606
FBgn0037217	49	53	63	38	53	47
FBgn0037218	3072	2593	2123	3051	2839	4204
FBgn0051516	28	29	30	24	31	33
FBgn0261436	2232	2031	1735	2286	2038	2507
FBgn0037220	2626	1803	1758	2399	2209	2861
FBgn0015331	713	661	516	669	624	811
FBgn0010225	7295	8526	7695	9201	8779	10138
FBgn0037222	37	46	34	65	33	60
FBgn0085334	40	32	30	29	39	46
FBgn0037223	5	2	3	3	5	12
FBgn0037224	0	0	15	1	40	2
FBgn0037225	50	42	29	37	100	58
FBgn0250821	0	2	0	1	2	0
FBgn0037227	0	1	2	2	26	0
FBgn0041621	0	1	0	1	1	1
FBgn0037228	144	183	143	199	211	288
FBgn0037229	79	98	45	70	83	101
FBgn0267157	16	24	7	4	11	16
FBgn0041605	4794	5881	3506	4111	5507	8993
FBgn0037230	1483	1759	1460	3215	2511	2887
FBgn0262214	0	1	0	0	0	0
FBgn0027930	1481	1727	1589	1685	1581	2023
FBgn0037231	1508	1269	1127	1177	1366	1705
FBgn0037232	769	755	608	638	741	821
FBgn0261086	73	90	72	84	79	129
FBgn0037234	2395	1867	1679	2046	2057	2930
FBgn0027866	3614	3148	2664	3460	3542	4701
FBgn0037236	2170	1666	1607	1982	1983	2752
FBgn0040687	17112	19627	11664	19677	21711	21928
FBgn0037235	1521	1153	1031	1290	1174	1806
FBgn0261434	13	22	20	10	26	7
FBgn0037238	303	474	238	322	376	514
FBgn0266227	264	284	169	195	254	422
FBgn0037239	3398	3275	2570	3485	3337	3704
FBgn0037240	3357	3143	2441	3015	3064	4448
FBgn0003882	2309	1769	1473	1989	1956	2663
FBgn0037241	595	546	492	502	502	619
FBgn0086608	214	235	194	210	222	248
FBgn0267661	132	151	112	87	148	150
FBgn0037242	1773	1380	1205	1398	1443	2041
FBgn0086605	1559	1294	1111	1217	1194	1577
FBgn0037244	1086	969	823	970	1022	1137
FBgn0266697	16	7	8	10	20	5
FBgn0263594	41100	36976	31160	38759	35687	48688
FBgn0052944	149	170	101	112	130	184
FBgn0051528	0	1	0	0	0	0
FBgn0037248	9968	6950	6391	9014	8636	13573
FBgn0051525	0	0	0	0	0	0
FBgn0037249	17592	16210	13758	18424	16030	20818
FBgn0037250	2021	1435	1287	1661	1679	2111
FBgn0037251	372	379	305	418	349	441
FBgn0264983	5	0	0	2	0	0
FBgn0037252	2460	1805	1627	2277	2137	3119
FBgn0051522	2891	3377	2358	2261	2849	3577
FBgn0263620	65	66	42	62	83	80
FBgn0051523	11734	13431	9644	10030	11661	14997
FBgn0037254	0	1	1	2	2	6
FBgn0037255	2278	1690	1673	2285	1931	2770
FBgn0085386	163	185	141	173	189	236
FBgn0085454	0	0	0	2	0	0
