Geneid	B7C1	B7C2	B7C4	B7D1	B7D3	B7D4
FBgn0036486	4978	7217	4183	6642	6689	6849
FBgn0036487	1860	2033	1675	1911	1862	1950
FBgn0036489	960	1160	963	1027	1117	1057
FBgn0036488	924	923	843	694	719	765
FBgn0265755	0	0	0	1	2	0
FBgn0036490	1	0	69	22	75	0
FBgn0029114	1116	1347	1258	1098	1101	1221
FBgn0036491	12	30	41	41	22	30
FBgn0036492	2	1	15	4	29	6
FBgn0036493	2704	2977	2461	2677	2850	2932
FBgn0262892	1	0	16	3	13	0
FBgn0264724	1	2	1	0	0	1
FBgn0036494	250	268	195	225	155	172
FBgn0036495	0	0	10	0	1	0
FBgn0263616	1	0	2	2	1	0
FBgn0266944	0	0	0	1	1	0
FBgn0266943	0	1	2	0	0	0
FBgn0040805	610	697	597	715	675	668
FBgn0036498	10	14	87	54	103	15
FBgn0036500	1766	1587	1343	1470	1427	1554
FBgn0036501	1344	1182	872	1121	812	889
FBgn0026738	931	1285	887	1099	1268	1325
FBgn0036502	1134	1477	1134	1199	1322	1378
FBgn0004052	9	7	0	89	52	34
FBgn0001099	52	47	66	67	61	73
FBgn0028377	0	0	0	0	0	0
FBgn0000565	1445	1663	1439	1355	1586	2049
FBgn0036503	9	30	20	32	22	22
FBgn0004228	812	835	630	579	487	498
FBgn0262689	13	9	20	15	32	17
FBgn0036504	65	33	94	6	4	10
FBgn0036505	2556	3155	2485	2832	3061	3076
FBgn0053986	0	0	0	0	0	0
FBgn0053985	2	1	1	1	1	0
FBgn0261682	2	4	6	1	2	4
FBgn0261681	1	2	3	3	7	2
FBgn0053983	5	12	21	18	23	14
FBgn0262893	5	2	2	3	3	3
FBgn0004396	915	799	836	580	591	605
FBgn0087035	9811	9437	7725	9694	9494	10012
FBgn0036509	2224	2249	1908	2033	1888	2069
FBgn0036510	2531	2815	2203	2593	2727	2813
FBgn0267390	6760	7469	5232	6438	6698	6810
FBgn0036512	1216	1501	1284	1511	1825	1593
FBgn0261109	1122	1337	956	1268	1203	1405
FBgn0036514	2322	2732	2067	2278	2253	2330
FBgn0036515	2702	2974	2374	2477	2426	2680
FBgn0036516	2098	2397	1899	2201	2268	2462
FBgn0036518	3139	4291	2765	3766	4000	3918
FBgn0036519	788	1170	710	1053	1073	1202
FBgn0036520	8	20	73	33	85	25
FBgn0259236	296	225	324	323	384	388
FBgn0036522	3292	5086	3105	4357	4806	4461
FBgn0267639	0	0	0	0	3	0
FBgn0262529	0	2	2	0	1	1
FBgn0004588	0	0	0	1	0	0
FBgn0004589	0	0	1	0	0	0
FBgn0262530	0	0	0	0	0	0
FBgn0004590	0	0	1	0	0	0
FBgn0004591	0	0	0	0	0	0
FBgn0004592	0	0	0	0	0	0
FBgn0004593	0	0	0	0	0	0
FBgn0004594	5	8	10	9	8	8
FBgn0014848	0	0	0	0	0	0
FBgn0014849	0	0	0	0	0	0
FBgn0014850	0	0	0	0	0	0
FBgn0014851	0	0	0	0	1	0
FBgn0262528	0	0	0	0	0	0
FBgn0036529	92	58	57	74	71	84
FBgn0085481	75	64	51	61	51	55
FBgn0085480	17	4	14	11	14	9
FBgn0041160	1015	805	508	732	719	818
FBgn0260777	1	0	14	3	9	0
FBgn0260776	1	2	107	44	161	0
FBgn0010105	253	258	171	255	201	233
FBgn0266775	4	0	1	1	2	0
FBgn0036531	0	0	0	1	3	0
FBgn0036532	0	0	0	0	0	0
FBgn0261722	3243	4048	3077	3084	3050	3270
FBgn0015025	300	395	310	376	375	400
FBgn0036534	5702	9339	5553	7314	7855	7558
FBgn0040230	2763	3563	2472	3099	3052	3226
FBgn0036536	439	603	462	578	565	564
FBgn0036537	2962	3221	2676	2592	2592	2833
FBgn0036538	3155	3860	2898	3262	3434	3551
FBgn0052150	42	45	32	49	37	48
FBgn0262371	0	0	0	0	0	0
FBgn0264908	873	981	568	658	623	612
FBgn0264843	0	0	11	6	28	0
FBgn0264842	0	1	1	0	0	0
FBgn0036544	815	910	704	786	778	763
FBgn0000489	2905	2831	2702	2553	2558	2488
FBgn0036545	1170	1452	1071	1397	1408	1560
FBgn0036546	1602	2053	1507	1887	1937	2038
FBgn0036547	705	518	513	215	201	229
FBgn0263599	8030	8492	5986	7856	7967	8067
FBgn0036549	753	828	617	647	664	625
FBgn0000212	6458	8890	5458	7635	8032	8420
FBgn0036550	309	255	242	175	150	158
FBgn0036551	1494	1370	1160	940	906	1014
FBgn0036552	294	277	237	166	126	154
FBgn0036553	571	524	444	330	259	299
FBgn0000115	1683	1775	1508	1595	1649	1727
FBgn0263600	3305	4856	2783	4728	4818	5206
FBgn0266995	0	0	0	0	0	0
FBgn0259824	2776	3945	2618	3406	3354	3573
FBgn0036556	2164	2451	1704	1924	1813	1937
FBgn0036557	1634	1682	1414	1362	1295	1425
FBgn0263601	3258	3562	2467	3096	2988	3383
FBgn0264601	0	0	0	0	0	1
FBgn0267660	0	0	0	1	0	0
FBgn0264600	1	1	0	0	0	0
FBgn0044028	57	70	32	75	43	49
FBgn0263570	0	0	0	0	0	0
FBgn0261634	1	3	3	1	3	2
FBgn0261633	0	1	1	2	3	4
FBgn0260646	0	1	0	4	3	6
FBgn0036560	414	363	336	273	257	267
FBgn0260635	5860	5842	4887	5862	5762	5882
FBgn0267549	6	6	10	3	7	10
FBgn0264602	16	10	18	15	10	14
FBgn0005536	6541	8381	5125	6893	7038	7236
FBgn0053258	4471	4679	5744	6821	7324	8640
FBgn0036563	236	206	373	630	653	886
FBgn0263602	1258	1985	1258	1807	1873	1933
FBgn0036565	1412	2524	1436	2092	2141	2125
FBgn0036566	4727	5549	4441	4969	4937	5195
FBgn0036567	1	1	4	3	4	0
FBgn0036569	826	914	696	605	636	730
FBgn0036570	1011	1148	863	1141	1165	1273
FBgn0262987	260	284	205	306	280	359
FBgn0263603	4750	4929	3710	3915	4026	4338
FBgn0010280	6233	8303	5315	7042	7321	7706
FBgn0036571	1178	1236	961	1170	1238	1223
FBgn0003076	19123	19621	13443	26568	22725	27912
FBgn0011016	5019	5558	4797	3997	4060	4481
FBgn0266724	590	631	545	629	602	656
FBgn0036574	5000	8272	4876	7448	7996	7962
FBgn0036575	22	18	21	24	26	27
FBgn0036576	671	933	551	668	767	665
FBgn0052152	0	0	0	0	0	0
FBgn0053796	0	0	0	0	0	0
FBgn0053795	0	0	1	0	1	0
FBgn0267318	3	0	2	4	1	1
FBgn0267319	1	0	0	0	0	0
FBgn0266986	0	0	0	0	0	0
FBgn0053687	0	0	0	0	0	0
FBgn0053688	0	0	0	0	0	0
FBgn0053689	0	0	1	0	2	0
FBgn0053690	0	0	0	0	0	0
FBgn0036577	7	3	8	7	2	5
FBgn0264483	0	0	0	0	0	0
FBgn0052153	0	0	0	0	0	0
FBgn0263605	2846	3489	2282	2959	3048	3207
FBgn0036579	1262	1791	1311	1542	1608	1658
FBgn0036580	1298	1324	1078	1163	1232	1333
FBgn0036581	1380	1478	1249	1323	1331	1460
FBgn0263606	390	494	379	437	466	454
FBgn0263607	623	582	446	484	470	459
FBgn0263608	89	86	117	79	68	80
FBgn0036583	35	38	20	27	28	34
FBgn0036584	8	8	13	11	9	12
FBgn0040801	1	0	1	1	2	0
FBgn0085276	0	0	1	0	1	0
FBgn0036585	1	2	10	3	1	1
FBgn0036586	0	0	0	0	0	0
FBgn0040799	2	3	2	3	3	3
FBgn0040798	5	4	1	7	3	3
FBgn0036587	536	273	218	95	108	85
FBgn0036588	2	2	4	1	0	2
FBgn0085277	0	0	0	0	0	0
FBgn0036589	169	126	96	108	137	65
FBgn0040797	0	0	1	0	0	0
FBgn0036590	0	0	1	0	0	1
FBgn0036591	0	0	0	0	0	0
FBgn0040796	7	4	2	0	1	1
FBgn0036592	0	6	2	4	3	4
FBgn0036593	0	0	0	0	1	0
FBgn0036594	0	0	0	1	1	1
FBgn0036595	2	0	3	0	0	0
FBgn0036596	0	0	0	0	0	0
FBgn0036597	19	31	57	13	14	14
FBgn0036598	0	0	0	0	0	0
FBgn0036599	0	0	2	3	6	0
FBgn0267550	0	0	0	2	0	0
FBgn0262894	0	0	6	9	8	0
FBgn0036600	2	0	1	0	0	0
FBgn0036601	0	0	0	1	0	0
FBgn0036602	2	2	4	1	0	2
FBgn0052160	1	0	1	2	1	0
FBgn0036603	0	2	3	1	2	0
FBgn0042201	519	1037	1738	192	177	171
FBgn0267223	0	0	0	0	0	0
FBgn0036605	0	0	0	1	1	0
FBgn0267224	0	0	1	1	0	0
FBgn0036606	0	0	0	0	0	0
FBgn0261635	0	0	0	0	0	0
FBgn0036607	1	1	7	1	3	4
FBgn0036608	0	1	4	2	1	0
FBgn0036609	0	0	2	2	3	0
FBgn0040795	2	3	5	2	8	2
FBgn0036610	0	3	2	2	1	0
FBgn0040074	373	1012	1367	613	300	401
FBgn0040794	95	96	74	83	79	125
FBgn0036612	16	18	13	17	10	8
FBgn0267553	0	0	0	0	0	0
FBgn0053257	0	1	0	0	0	1
FBgn0260460	959	941	793	839	856	836
FBgn0036614	1074	1470	1127	1332	1360	1410
FBgn0052357	0	0	0	0	0	0
FBgn0036615	683	940	714	866	919	1023
FBgn0011693	1778	2001	1359	1021	673	943
FBgn0267554	13	19	7	12	7	14
FBgn0266417	1226	1243	1064	1018	1092	1109
FBgn0036617	1	0	1	4	2	1
FBgn0036618	0	0	1	0	0	0
FBgn0036619	63	90	85	96	95	82
FBgn0036620	724	882	818	803	754	852
FBgn0042137	55	65	29	18	14	20
FBgn0036621	3699	4832	3469	3719	3769	4154
FBgn0036622	3282	3320	3004	2128	2018	2411
FBgn0036623	6699	5653	4805	4101	4013	4418
FBgn0036624	2779	3932	2172	3594	3948	3867
FBgn0266099	16	24	30	27	18	13
FBgn0036627	250	212	211	139	129	135
FBgn0014163	8588	12688	8661	11432	11377	11475
FBgn0028399	5185	4942	4217	4795	4418	4981
FBgn0036629	315	401	297	350	339	383
FBgn0027080	6315	5886	5000	5396	5408	5973
FBgn0053158	1585	1595	1244	1807	1604	1773
FBgn0261799	37	26	31	15	19	15
FBgn0004569	608	600	454	524	522	509
FBgn0263131	323	331	276	269	274	239
FBgn0260388	1345	1356	1200	1359	1349	1331
FBgn0003515	967	811	804	496	492	508
FBgn0036638	2	1	6	6	3	0
FBgn0036639	0	0	0	0	0	0
FBgn0026061	4555	4311	2803	1717	1478	2013
FBgn0262842	0	0	12	2	10	0
FBgn0262732	5667	6330	5141	5770	5804	6214
FBgn0036640	2666	3082	2243	2890	3061	3239
FBgn0036641	1700	1980	1563	1980	2122	2123
FBgn0263975	119	163	123	138	151	195
FBgn0028693	5370	5263	4406	5371	5353	5748
FBgn0250814	14106	15107	12174	11248	10167	12146
FBgn0036643	715	881	666	936	915	1020
FBgn0267555	39	33	30	33	35	32
FBgn0052163	574	617	570	611	677	634
FBgn0002283	1786	2729	1771	2140	2259	2347
FBgn0003741	724	821	718	756	740	856
FBgn0027500	6484	9269	5617	9105	9141	9723
FBgn0042178	2060	1735	1897	1892	2237	2067
FBgn0036646	678	753	577	688	700	682
FBgn0042177	3951	4179	3047	4171	3855	4265
FBgn0036648	469	595	349	637	607	660
FBgn0002284	6557	6857	5615	6401	6513	6845
FBgn0004465	2513	2765	2155	2498	2475	2500
FBgn0025558	229	265	233	250	269	291
FBgn0267525	25	17	16	19	14	20
FBgn0017572	3265	3667	3033	2935	2986	3253
FBgn0000017	4009	5842	3548	4934	5200	5451
FBgn0260960	6232	7258	6009	4549	4550	4905
FBgn0041721	203	253	213	298	281	300
FBgn0010223	666	716	626	500	466	623
FBgn0267697	0	8	3	3	6	6
FBgn0266776	10	6	7	4	5	2
FBgn0040512	2798	2544	2245	2496	2366	2575
FBgn0036652	8	6	151	50	222	3
FBgn0063485	538	651	471	525	558	496
FBgn0264605	0	0	0	0	0	0
FBgn0266689	2	2	1	0	1	0
FBgn0267557	0	0	1	0	2	0
FBgn0000414	4504	5818	3762	5547	5866	6215
FBgn0036656	255	260	72	93	52	82
FBgn0036655	0	0	0	0	1	2
FBgn0043577	0	0	0	0	0	1
FBgn0043578	730	665	867	396	322	456
FBgn0004556	2218	2477	1875	2116	2153	2213
FBgn0036659	438	339	203	125	89	86
FBgn0262099	1	0	295	73	91	0
FBgn0004108	893	1313	833	1444	1300	1396
FBgn0036660	1492	2436	1367	2279	2422	2488
FBgn0036661	4789	5967	4425	5412	5791	6212
FBgn0036662	1288	1369	1165	1294	1372	1423
FBgn0025582	15100	15583	12211	13571	13610	14508
FBgn0036663	17127	15096	11648	17525	16964	16103
FBgn0021768	3753	4013	3232	2941	2991	3338
FBgn0036665	119	151	91	34	40	44
FBgn0036666	3407	3648	3068	3536	3601	3631
FBgn0036667	867	965	757	685	724	851
FBgn0036668	4351	5712	3760	4840	4964	5292
FBgn0052161	2	0	52	24	88	2
FBgn0003250	3833	4315	4471	4024	3570	3855
FBgn0003410	3127	5020	3138	4189	4380	4493
FBgn0259794	0	2	235	119	364	1
FBgn0036670	13	17	31	28	45	31
FBgn0036671	1406	1654	1226	1691	1662	1791
FBgn0261565	7334	7604	6227	5244	4811	5335
FBgn0052170	423	403	321	335	320	316
FBgn0267558	1	2	2	0	2	1
FBgn0036676	3	1	5	1	1	0
FBgn0036677	2	3	3	2	3	1
FBgn0036678	18	16	5	10	12	4
FBgn0036679	21	10	19	19	28	28
FBgn0036680	319	328	254	355	339	390
FBgn0036681	0	0	0	0	1	0
FBgn0010352	26229	27300	18777	24061	20901	24568
FBgn0261547	4076	4024	3153	4871	4668	5495
FBgn0036684	2116	2817	1992	2509	2409	2568
FBgn0262189	0	0	0	0	0	0
FBgn0036685	3488	4452	3253	3911	4184	4304
FBgn0036686	4903	5453	3994	4813	4896	5090
FBgn0036687	5	9	261	92	318	5
FBgn0011293	432	470	251	319	373	405
FBgn0036688	1125	1444	1013	1427	1309	1497
FBgn0036689	2043	2859	1838	2810	3044	3055
FBgn0036690	4248	3124	2189	3071	2671	3389
FBgn0267320	138	115	77	149	157	165
FBgn0262895	354	288	148	459	426	415
FBgn0036691	1035	1064	793	1014	977	1094
FBgn0261872	2361	2551	1890	1972	2048	2188
FBgn0036695	914	1164	893	1117	1171	1156
FBgn0036696	491	535	406	490	464	536
FBgn0010424	1538	1535	1792	1054	1031	1030
FBgn0036697	2694	3682	2617	2820	2845	3106
FBgn0036698	223	228	130	99	100	125
FBgn0260943	2826	3131	2234	2317	2201	2352
FBgn0263381	0	0	2	0	1	0
FBgn0036702	5169	5316	4459	4769	4811	4931
FBgn0036703	1	0	84	22	74	0
FBgn0264462	90	87	64	50	53	65
FBgn0264466	0	1	3	4	3	0
FBgn0036705	0	0	14	6	13	0
FBgn0266985	0	0	4	0	3	0
FBgn0262376	0	0	0	0	0	0
FBgn0036707	0	0	1	1	0	0
FBgn0036709	0	1	0	0	0	0
FBgn0265756	0	0	2	0	1	0
FBgn0265757	21	23	22	16	21	11
FBgn0036710	2000	2839	1700	2559	2692	2827
FBgn0052173	0	0	0	0	1	0
FBgn0036711	1	1	0	0	0	0
FBgn0036712	0	1	8	2	8	0
FBgn0036713	216	206	229	221	259	256
FBgn0036714	1424	1949	1351	1704	1883	1773
FBgn0015550	15	17	7	13	19	9
FBgn0267248	0	0	0	1	1	0
FBgn0036715	723	648	949	372	350	388
FBgn0036716	16	26	23	8	21	9
FBgn0036717	5	6	12	0	2	1
FBgn0027660	4113	6070	3864	5171	5346	5635
FBgn0026197	609	672	808	651	660	634
FBgn0266669	1684	2206	1543	1941	2015	2033
FBgn0040793	9303	10494	8540	7471	6596	8102
FBgn0053051	530	538	465	347	376	424
FBgn0053052	1010	1289	882	1134	1250	1308
FBgn0052174	0	3	2	2	0	3
FBgn0042641	0	0	0	0	0	0
FBgn0052176	1547	2184	1582	2082	2275	2222
FBgn0036723	1	4	221	69	305	3
FBgn0036725	72	58	43	69	44	50
FBgn0265758	0	0	1	1	1	0
FBgn0036726	3560	4115	3123	3296	3274	3727
FBgn0036727	1023	879	878	835	783	931
FBgn0036728	8540	10348	7619	6896	6082	7208
FBgn0085279	305	297	290	244	240	266
FBgn0036729	7	5	132	65	174	3
FBgn0036730	3	5	16	9	15	6
FBgn0036731	70	52	105	67	122	38
FBgn0036732	1116	862	903	879	835	939
FBgn0052185	2	125	7	100	1	2
FBgn0036733	1667	2341	1580	1916	1934	2138
FBgn0036734	2385	2453	1879	1969	2062	2186
FBgn0036735	3589	5133	3001	4913	5155	5073
FBgn0263478	0	0	0	0	0	0
FBgn0266675	4	1	1	4	2	5
FBgn0259174	7532	9807	6471	9250	9600	9314
FBgn0023197	21897	12380	9511	3339	2516	4601
FBgn0036738	1273	754	857	224	197	259
FBgn0025455	6005	8450	5491	6901	7253	7550
FBgn0000567	723	642	503	594	597	579
FBgn0086080	0	1	0	0	0	0
FBgn0036740	2363	2407	2123	2268	2210	2204
FBgn0036741	3223	3705	2842	3333	3161	3470
FBgn0261454	3	2	3	1	1	0
FBgn0265759	23	43	46	26	29	27
FBgn0265760	3	8	7	5	4	9
FBgn0036742	329	247	197	150	129	143
FBgn0004401	17465	23362	15498	20101	21113	21888
FBgn0262531	79	49	108	212	90	265
FBgn0052177	2455	3149	2424	2621	2711	2844
FBgn0052179	594	787	611	798	769	826
FBgn0036745	936	1012	865	881	975	976
FBgn0036746	2653	3465	2083	3126	3218	3045
FBgn0065088	0	0	0	0	0	0
FBgn0085280	4	4	0	1	3	4
FBgn0052183	219	238	230	198	189	187
FBgn0267638	0	0	2	2	3	0
FBgn0261294	0	0	1	0	1	0
FBgn0036747	0	0	5	1	13	0
FBgn0036749	360	397	342	368	343	317
FBgn0036750	10	5	4	2	1	2
FBgn0036751	0	1	85	28	97	0
FBgn0036752	1969	1729	1607	1470	1371	1408
FBgn0043025	71	61	237	122	285	65
FBgn0052182	2	1	2	3	3	5
FBgn0052181	2	4	185	67	251	0
FBgn0265879	0	0	1	0	1	0
FBgn0261997	0	0	1	0	0	0
FBgn0261998	7	11	88	33	123	20
FBgn0052190	6298	6004	5410	5743	5938	6404
FBgn0036754	1460	1531	1170	1017	1150	1216
FBgn0052187	39	24	25	26	31	33
FBgn0052191	334	273	185	155	137	188
FBgn0036756	1583	1494	1479	887	827	1029
FBgn0036757	17	17	14	8	7	12
FBgn0261402	3	6	1	5	7	7
FBgn0261401	1	1	0	0	0	0
FBgn0001134	26	25	23	29	23	10
FBgn0052188	0	1	0	0	0	0
FBgn0052189	3	1	1	3	4	5
FBgn0036759	1468	1290	944	1500	1255	1558
FBgn0036760	2372	2745	1939	2677	2504	2791
FBgn0266685	142	108	99	115	109	121
FBgn0036761	2782	3832	2599	3380	3457	3629
FBgn0036762	11179	11613	9486	9097	8655	9321
FBgn0036763	1247	1877	1624	1701	2076	1687
FBgn0036764	4380	4087	3568	2985	2834	3211
FBgn0054002	76	68	147	210	154	167
FBgn0262532	7	8	81	8	18	7
FBgn0262533	2	1	8	1	7	3
FBgn0036765	876	766	668	1001	838	1078
FBgn0036766	8400	7433	5777	4555	3297	4328
FBgn0260721	1	0	1	0	0	0
FBgn0036767	404	275	329	161	126	142
FBgn0036768	337	300	249	149	152	143
FBgn0036769	3486	3891	3184	2644	2589	2969
FBgn0036770	2213	3145	2206	2284	2409	2501
FBgn0036771	474	534	480	483	509	496
FBgn0036772	2403	1947	1799	1387	1209	1503
FBgn0267794	10	8	37	17	46	9
FBgn0266942	1	1	0	2	1	2
FBgn0000568	2923	2669	2385	2444	2452	2433
FBgn0267581	0	0	1	1	0	0
FBgn0086081	0	0	0	0	0	1
FBgn0267582	1	0	3	1	6	0
FBgn0052192	0	0	171	53	177	1
FBgn0264748	300	172	174	331	318	257
FBgn0264747	1203	1526	1145	1246	1339	1474
FBgn0264746	83	62	55	104	99	69
FBgn0266940	7	8	2	6	5	3
FBgn0266941	2	2	1	0	0	2
FBgn0262898	19	20	16	20	38	9
FBgn0052194	45	48	35	40	46	52
FBgn0085282	58	47	56	80	68	65
FBgn0036773	1012	1220	838	955	937	1090
FBgn0036774	1511	1633	1280	1413	1390	1561
FBgn0036775	2235	2683	2083	2245	2271	2511
FBgn0002901	1270	1760	1159	1710	1792	1859
FBgn0052195	902	1058	740	1136	930	1029
FBgn0036777	255	389	286	350	376	423
FBgn0262100	7	13	131	31	163	6
FBgn0036778	210	181	414	168	445	136
FBgn0265880	0	0	0	0	1	0
FBgn0020300	333	309	402	335	344	372
FBgn0036780	1	2	23	1	0	0
FBgn0036781	4	5	2	0	2	3
FBgn0003997	366	401	443	471	394	368
FBgn0266769	0	0	11	3	10	0
FBgn0036782	4	4	9	3	8	3
FBgn0267597	0	0	1	0	0	0
FBgn0267599	7	8	10	6	7	5
FBgn0267598	0	0	0	0	0	2
FBgn0036783	592	544	283	389	334	253
FBgn0015946	8	12	4	6	4	4
FBgn0267637	0	0	0	0	0	0
FBgn0267636	0	0	13	1	3	0
FBgn0011706	31	29	37	21	21	19
FBgn0036786	27	25	19	24	23	22
FBgn0262969	0	0	0	0	1	0
FBgn0265881	1	0	3	0	1	0
FBgn0265882	0	0	0	0	1	0
FBgn0052196	327	330	316	230	241	242
FBgn0036787	179	133	116	154	159	149
FBgn0028415	0	0	12	0	1	0
FBgn0028416	0	0	27	0	0	0
FBgn0265883	0	0	15	1	4	0
FBgn0265884	0	0	2	0	1	0
FBgn0036789	74	75	55	39	31	40
FBgn0052198	6	16	11	6	14	13
FBgn0036790	52	54	46	58	50	50
FBgn0266984	0	0	3	1	1	0
FBgn0036791	20	16	6	116	89	45
FBgn0003683	23	20	10	132	102	59
FBgn0266938	0	0	0	1	0	1
FBgn0266939	0	0	0	1	0	0
FBgn0036793	1	0	0	0	0	1
FBgn0036799	0	0	0	0	0	0
FBgn0265268	12	14	86	49	62	18
FBgn0013717	1783	2269	1621	2334	2405	2511
FBgn0052200	0	0	0	0	0	0
FBgn0259791	1341	2247	1397	2337	2363	2376
FBgn0036801	3715	5149	3509	3962	4284	4367
FBgn0260027	157	191	155	127	123	130
FBgn0042134	16716	21546	14567	17091	17993	18526
FBgn0040322	553	490	431	624	624	720
FBgn0040323	840	711	651	664	657	681
FBgn0085283	0	1	1	0	1	1
FBgn0036804	710	837	653	845	851	944
FBgn0052202	505	680	539	723	666	709
FBgn0036805	2768	2977	2825	3328	3397	3198
FBgn0036806	1309	1286	953	1813	1431	1586
FBgn0264717	0	0	0	0	2	0
FBgn0036810	8	14	7	40	29	15
FBgn0036811	746	763	633	717	737	793
FBgn0036812	959	1408	975	1178	1261	1394
FBgn0036813	1716	1769	1462	1591	1479	1688
FBgn0001078	3062	4498	2837	3292	3455	3824
FBgn0267600	4	2	1	5	5	5
FBgn0267601	0	2	2	3	6	6
FBgn0036814	3507	5847	3179	4436	5047	4939
FBgn0036815	2818	3877	2576	3725	3876	4134
FBgn0000261	25525	21194	18603	21719	21776	21489
FBgn0036816	8312	8921	6075	8703	8533	8952
FBgn0052027	343	506	356	403	417	437
FBgn0266937	0	2	0	0	0	0
FBgn0266936	1	0	0	0	0	0
FBgn0267572	3	9	3	5	4	5
FBgn0262461	0	0	0	0	0	0
FBgn0036817	2	0	0	1	2	0
FBgn0036818	372	536	359	473	534	546
FBgn0036819	432	552	396	517	513	545
FBgn0036820	3144	3157	2648	2757	2572	3032
FBgn0025807	501	667	453	646	685	720
FBgn0085284	329	374	307	347	364	376
FBgn0014075	5750	7004	5076	6115	6467	6216
FBgn0036821	3684	2892	2329	2144	1878	2202
FBgn0036822	6	2	2	1	5	0
FBgn0036824	8690	7658	7144	8472	7640	9766
FBgn0086661	14	20	13	8	8	16
FBgn0036825	54104	50621	45857	38723	39080	43844
FBgn0036826	1135	1610	1087	1561	1431	1961
FBgn0036827	1568	2029	1599	1929	1999	2508
FBgn0027057	2947	2878	2103	2915	2839	3109
FBgn0036828	2067	2241	1664	1917	1980	2021
FBgn0036829	0	1	1	0	0	0
FBgn0036831	472	217	265	329	319	386
FBgn0036832	1	1	17	7	32	0
FBgn0036833	1586	763	846	813	674	933
FBgn0052204	94	122	107	73	98	87
FBgn0036834	434	421	300	277	282	311
FBgn0267249	0	0	0	0	0	0
FBgn0036835	258	177	105	173	158	156
FBgn0036836	123	130	152	260	279	266
FBgn0085285	35	30	55	64	72	81
FBgn0036837	17132	15750	15562	18932	17596	22972
FBgn0036838	1632	2051	1370	1551	1536	1699
FBgn0036839	181	213	125	139	106	136
FBgn0002945	483	487	347	565	494	494
FBgn0267602	1	0	1	0	5	0
FBgn0265886	0	0	6	0	0	0
FBgn0263326	0	0	6	1	0	0
FBgn0036842	2226	3200	2055	2436	2612	2616
FBgn0036843	1547	1905	1285	1483	1529	1716
FBgn0036844	2254	3241	2149	2597	2718	2871
FBgn0266935	1	0	0	0	0	0
FBgn0036846	1252	1585	1194	1396	1502	1471
FBgn0036847	1520	1605	1242	1603	1554	1633
FBgn0036848	1653	1783	1406	1646	1736	1757
FBgn0036849	15	18	14	13	13	13
FBgn0036850	772	1132	727	1008	1249	1247
FBgn0036851	84	77	77	87	82	77
FBgn0016797	1524	1452	1008	962	946	955
FBgn0267603	0	0	1	0	1	0
FBgn0264485	0	0	4	0	7	0
FBgn0053647	0	0	0	0	0	0
FBgn0264484	0	0	1	1	0	0
FBgn0036853	1333	1366	1126	1092	1085	1192
FBgn0040075	3809	4124	2966	3428	3769	3754
FBgn0026630	3077	3944	2687	3213	3283	3518
FBgn0266737	0	3	2	6	5	0
FBgn0260857	782	908	787	772	764	896
FBgn0017578	1434	1511	1304	1424	1474	1495
FBgn0259720	0	0	0	0	0	0
FBgn0036856	0	0	0	0	0	0
FBgn0266456	17	9	18	18	14	7
FBgn0036857	1761	1574	1118	1642	1466	1762
FBgn0036859	16	14	14	16	16	11
FBgn0036858	4	0	0	0	0	0
FBgn0036860	10	13	8	10	12	9
FBgn0036861	1	0	0	1	0	1
FBgn0036862	2751	2468	1886	1632	1607	1806
FBgn0028380	1870	2527	1852	2177	2397	2393
FBgn0267715	1	0	9	2	9	2
FBgn0003089	135	92	95	65	89	74
FBgn0052206	284	301	258	266	226	255
FBgn0036868	0	0	11	6	23	0
FBgn0264697	0	0	2	1	2	0
FBgn0052205	281	255	218	309	275	297
FBgn0053255	0	0	0	0	0	0
FBgn0262027	0	0	0	0	0	0
FBgn0267296	20	16	22	11	15	17
FBgn0053062	55	53	54	58	59	61
FBgn0023395	2649	3748	2354	3788	3894	4105
FBgn0266983	0	0	3	3	6	0
FBgn0036870	1	2	0	1	0	2
FBgn0036871	0	0	0	0	0	0
FBgn0052214	0	0	0	0	0	0
FBgn0052208	0	0	0	1	0	0
FBgn0036872	3	2	0	1	1	0
FBgn0267714	0	0	2	2	1	0
FBgn0036873	0	0	0	0	0	0
FBgn0052207	2765	2697	1980	2784	2657	3126
FBgn0052213	0	0	0	0	0	0
FBgn0262031	0	1	1	1	2	5
FBgn0036874	2	0	17	2	15	3
FBgn0062928	4140	3756	3274	3714	3419	4061
FBgn0052212	1	1	0	2	4	1
FBgn0036875	753	613	961	531	620	540
FBgn0036876	781	565	811	1207	1130	1013
FBgn0036877	173	140	157	148	117	139
FBgn0267295	3	3	2	2	4	3
FBgn0036878	0	0	0	0	0	1
FBgn0036879	0	1	0	2	2	1
FBgn0036880	12	9	6	9	2	4
FBgn0036881	99	137	213	64	52	47
FBgn0036882	1154	1108	1247	1024	1258	946
FBgn0264477	14	11	12	8	12	3
FBgn0262517	5535	6467	4491	5869	6128	6045
FBgn0260461	12	26	291	130	386	17
FBgn0036886	2496	2781	2023	2023	2071	2254
FBgn0265888	1	0	0	1	1	1
FBgn0265887	5	2	1	2	5	1
FBgn0267576	3	4	5	3	3	1
FBgn0262373	0	0	0	0	0	0
FBgn0005564	559	645	501	545	493	538
FBgn0036887	3158	3298	2446	2991	2979	3181
FBgn0036888	5798	6175	4837	5887	5956	6316
